Time,Elastic Energy,Bulk free energy,Gradient Energy,Total Energy
2.74878E+12,4.469093862,5.046302115,3.582351843,13.09774782
3.18858E+12,4.468999162,5.046423413,3.582324826,13.0977474
3.40849E+12,4.469097596,5.046298346,3.582350987,13.09774693
3.51844E+12,4.469001835,5.046420434,3.582324299,13.09774657
3.73834E+12,4.469099251,5.046297442,3.582349462,13.09774615
3.84829E+12,4.469002926,5.046419646,3.582323273,13.09774584
4.06819E+12,4.469099724,5.046298104,3.582347657,13.09774548
4.508E+12,4.469003128,5.046420046,3.582322045,13.09774522
5.38761E+12,4.469099546,5.046299567,3.582345791,13.0977449
5.82741E+12,4.46900285,5.046421045,3.582320781,13.09774468
6.04731E+12,4.469099033,5.046301383,3.582343984,13.0977444
6.15727E+12,4.469002335,5.046422299,3.58231957,13.0977442
6.21224E+12,4.469098369,5.046303298,3.582342296,13.09774396
6.32219E+12,4.469001723,5.046423616,3.582318456,13.0977438
6.37717E+12,4.469097658,5.046305173,3.582340753,13.09774358
6.48712E+12,4.469001092,5.046424892,3.582317457,13.09774344
6.54209E+12,4.469096959,5.046306935,3.582339362,13.09774326
6.65205E+12,4.469000485,5.046426074,3.582316575,13.09774313
6.87195E+12,4.469096302,5.046308551,3.582338118,13.09774297
7.31175E+12,4.468999923,5.046427139,3.582315806,13.09774287
8.19136E+12,4.4690957,5.046310011,3.582337013,13.09774272
8.63117E+12,4.468999415,5.046428081,3.582315141,13.09774264
9.51078E+12,4.469095159,5.046311319,3.582336033,13.09774251
9.95058E+12,4.468998962,5.046428906,3.582314569,13.09774244
1.08302E+13,4.469094676,5.046312482,3.582335168,13.09774233
1.127E+13,4.468998562,5.04642962,3.58231408,13.09774226
1.14899E+13,4.469094248,5.046313513,3.582334404,13.09774216
1.19297E+13,4.468998212,5.046430236,3.582313664,13.09774211
1.21496E+13,4.469093872,5.046314424,3.582333729,13.09774203
1.25894E+13,4.468997908,5.046430763,3.582313311,13.09774198
1.28093E+13,4.469093542,5.046315228,3.582333134,13.0977419
1.32491E+13,4.468997643,5.046431212,3.582313013,13.09774187
1.41287E+13,4.469093253,5.046315938,3.582332609,13.0977418
1.45685E+13,4.468997414,5.046431594,3.582312762,13.09774177
